"00265757-a06e-46ae-891d-7001e9df4c22","","in-use","1fb2b7ba-bea6-437c-bf34-a266d38d00c7",24,"ssd0","kr-west1-a","8f21cfb9acbd4b9b91f3c39542bf68a4","2810b5f18a1c445a890b574db1ce3258","dev2","2025-06-24 22:12:17"
"0035e2dc-55be-46cc-b15f-84e893714ecd","","available","",104,"SSD","kr-west1-a","d8b4b7c052f940f7aa85a2a0a150a210","87fa529dfc1b4da1b083795ae312f3f9","dev1","2025-06-24 22:20:03"
"00387393-6f6d-4d59-8c55-018195457203","","in-use","85ded636-cc1f-4daf-8c80-70015a00d062",1024,"SSD","kr-west1-a","bb65745b32db45fbaa7dee6de760e9fd","87fa529dfc1b4da1b083795ae312f3f9","dev1","2025-06-24 22:20:03"
"0074f260-c17a-40e5-99cd-eae2a57c2f16","151c1836-2769-4d75-b221-27f45cd6a248-blank-vol","in-use","151c1836-2769-4d75-b221-27f45cd6a248",8,"SSD","kr-west1-a","67cb3a66df154ce085d630cf24e80f89","86602612112d43e08b9450ad7d348a8e","dev1","2025-06-24 22:20:03"
"00e1581a-2786-44f8-9aff-2976f643aff1","epashahsy-Disk-01","in-use","8f3cffdb-8102-461a-8b87-030f46eb791b",16,"SSD","kr-west1-a","297615908b8e4ec69520a99a6777add3","4457f8daf41b475a8ec1788f886493ce","dev1","2025-06-24 22:20:03"
"00eec744-b295-4001-86b1-0a9339c31f95","bckmmsqlha-Disk-01","in-use","8fdbf71f-bd78-4833-b0a2-f4507b3c7a84",16,"SSD","kr-west1-a","297615908b8e4ec69520a99a6777add3","4457f8daf41b475a8ec1788f886493ce","dev1","2025-06-24 22:20:03"
"0100609a-cc6b-4ca7-94c3-eaa7e45983dd","","in-use","4e80db42-c4e4-4517-885a-e8c1a74d516a",16,"SSD_TMP","kr-west1-a","fc9180954b6143a98939b59f4b3e56c7","3cb151e8cbb945148a9ed536c8389ea5","dev2","2025-06-24 22:12:17"
"01074603-e738-4379-b59a-5bff351a7308","","in-use","a9b49f77-ac8e-474b-beee-ea8c5f582185",100,"ssd0","kr-west1-a","9c99eb12fa224d52bacc3c58392324f1","2810b5f18a1c445a890b574db1ce3258","dev2","2025-06-24 22:12:17"
"010e8ca2-a7bb-465e-a662-63f4899c135e","kjhepas-Disk-00","in-use","8d4eeb63-eb22-4b4b-9848-d1084a313081",104,"SSD","kr-west1-a","297615908b8e4ec69520a99a6777add3","4457f8daf41b475a8ec1788f886493ce","dev1","2025-06-24 22:20:03"
"01164cbe-7c1c-4f98-a004-c0225f79ab80","","in-use","c49efb15-bcb0-4f71-8043-c6fa8188fd96",104,"SSD","kr-west1-a","45c481ed559746bea6955ad460565896","fc414892c9e6452dac29e66956a9f7e1","dev1","2025-06-24 22:20:03"
"0117b799-c4cc-4de0-8102-07663df49a8b","","in-use","01f261dc-6755-4a6a-96f7-b52b9b2fb236",104,"SSD","kr-west1-a","07325a978caf419daade352ca4292bdd","87fa529dfc1b4da1b083795ae312f3f9","dev1","2025-06-24 22:20:03"
"0117dcbf-4f48-4624-a973-aeb75aba7065","","available","",104,"SSD","kr-west1-a","67cb3a66df154ce085d630cf24e80f89","acf9eb9e1ef045a5a408a872062d6479","dev1","2025-06-24 22:20:03"
"0142af87-8fc1-4d16-a033-f54828a378e4","haha-Disk-01","in-use","0393cdbd-2eff-47fd-8c2a-3cf0346b6523",16,"SSD","kr-west1-a","297615908b8e4ec69520a99a6777add3","4457f8daf41b475a8ec1788f886493ce","dev1","2025-06-24 22:20:03"
"01675b21-e9c4-450e-a2d7-f7b5fce79ee0","jgredisha-Disk-02","attaching","",56,"SSD_TMP","kr-west1-a","b481c07ee9e641eba6324417030fbf10","b342eae5c35b4bf69d4fa190cfc56aa6","dev2","2025-06-24 22:12:17"
"01cc1007-28df-4f2a-9a73-cf10adc624aa","","in-use","95542a08-9f81-42da-b7aa-8996d02185cf",104,"SSD","kr-west1-a","297615908b8e4ec69520a99a6777add3","4457f8daf41b475a8ec1788f886493ce","dev1","2025-06-24 22:20:03"
"01cef9ca-ab5d-4f0f-ba39-e3a78e869760","","in-use","9c8930f4-9298-42c6-8862-153b7db15fa4",104,"SSD","kr-west1-a","8ed0d3135974434687742ceabe7767d1","3ca44c4652c048148aab36dd05e79bea","dev1","2025-06-24 22:20:03"
"01e7451d-2381-4f87-a28b-afd7dca74002","","available","",8,"SSD","kr-west1-a","67cb3a66df154ce085d630cf24e80f89","86602612112d43e08b9450ad7d348a8e","dev1","2025-06-24 22:20:03"
"01f740b2-3c89-4b37-828a-fef3e3849e70","","in-use","ec2b0162-a649-4f48-a5e7-7bbcc16ca702",1024,"ssd0","kr-west1-a","9c99eb12fa224d52bacc3c58392324f1","2810b5f18a1c445a890b574db1ce3258","dev2","2025-06-24 22:12:17"
"0215c1bf-9f35-4149-a20a-f70b0f0643ac","image-8865c63b-1588-49b9-99be-e861d5cb94c0","available","",37,"ssd0","kr-west1-a","f44d2a3757684d788554849439f68ccb","418558f5decb439890d6167b9d13bf11","dev2","2025-06-24 22:12:17"
"0221571b-c405-49fa-b334-6499abe42e53","","in-use","64fb8598-43b4-4bc0-8f11-f457db691268",104,"SSD","kr-west1-a","33b532c466824bcf9324101a3c6f3015","87fa529dfc1b4da1b083795ae312f3f9","dev1","2025-06-24 22:20:03"
"023f8c53-9292-49de-8597-dd640fab749d","","in-use","2cf4d870-d68a-435d-b8a6-6860f8570721",100,"ssd0","kr-west1-a","a3a6a7ed2c374d14890b3b6d32ddc7a5","1871277d494040bab5c2921fd10b0931","dev2","2025-06-24 22:12:17"
"0248b005-254d-4e36-ab02-570f123bf560","","in-use","ecd44481-a621-4da2-bba5-6c4c961c5e77",16,"SSD","kr-west1-a","67cb3a66df154ce085d630cf24e80f89","570907805e5447be84b618450ef52c9f","dev1","2025-06-24 22:20:03"
"024c4c0d-bbfd-4234-9980-dfa911d50434","","in-use","4b1088b1-5d3e-464a-847c-a27782128af5",104,"SSD","kr-west1-a","67cb3a66df154ce085d630cf24e80f89","86602612112d43e08b9450ad7d348a8e","dev1","2025-06-24 22:20:03"
"0259abc0-5a44-4f61-8db6-38b6b3d4de63","","in-use","80e94a7b-cbfd-4549-9f2a-ec516cdb186e",200,"SSD","kr-west1-a","db01acd7f7284048a2aea80c90b416f0","87fa529dfc1b4da1b083795ae312f3f9","dev1","2025-06-24 22:20:03"
"02c1f02a-0a91-49e6-abc7-4926eedf22c4","","in-use","cbc7351a-d38b-4ffb-bd38-efba2e1af32e",304,"SSD","kr-west1-a","6870bc5849064d9aae4f9a103c5d98d0","87fa529dfc1b4da1b083795ae312f3f9","dev1","2025-06-24 22:20:03"
"02c8a4fe-0042-4f68-a2ac-0094f637f5ed","","in-use","01df7d50-74de-4ffc-9b74-7df164cc2e61",16,"SSD_TMP","kr-west1-a","fc9180954b6143a98939b59f4b3e56c7","3cb151e8cbb945148a9ed536c8389ea5","dev2","2025-06-24 22:12:17"
"02cfce67-1c46-4ace-b83a-1b5ea6a9478f","","in-use","7f6713f0-3677-449a-a00c-bb23fc83e5cc",104,"SSD","kr-west1-a","f1e6c81a2b054582878cb9724dc2ce9f","b701c75c64b8447fb1c6c4b62b98885f","dev2","2025-06-24 22:12:17"
"02d0ca0d-3cdc-4208-bd0a-63225ca44a34","voltest0108-netapp","available","",10,"SSD_NETAPP","kr-west1-a","b70c18bf36d141a8adb6dac59d9ff260","11adfc36d2414867be3cd13bf629482b","dev1","2025-06-24 22:20:03"
"03595340-8d79-49ba-b35f-fb46c55b1784","","in-use","85885781-d03c-4833-8170-39fbed6a3956",100,"ssd0","kr-west1-a","018be9f262fb4c97811b8d08fc57485c","87fa529dfc1b4da1b083795ae312f3f9","dev1","2025-06-24 22:20:03"
